ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,UC,USO,JURISDICAO
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,PARNA do Rio Novo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.07,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Altamira,ESEC da Terra do Meio,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.04,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.31,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.05,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.04,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.07,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.04,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Tapauá,FES Tapauá,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.03,Novo Aripuanã,RDS do Juma,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.03,Novo Aripuanã,RDS do Juma,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Novo Aripuanã,RDS do Juma,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.07,Carauari,RESEX do Médio Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Novo Aripuanã,RDS do Juma,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.07,Tapauá,FES Tapauá,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.04,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Feijó,FLONA de Santa Rosa do Purus,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.10,Tapauá,FES Tapauá,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Carauari,RESEX do Médio Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.04,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Carauari,RESEX do Médio Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Carauari,RESEX do Médio Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.06,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Lábrea,RESEX Ituxi,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Lábrea,RESEX Ituxi,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Cruzeiro do Sul,ARIE Japiim-Pentecoste,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Lábrea,RESEX Ituxi,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Lábrea,RESEX Ituxi,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.05,Pauini,FLONA do Purus,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Cruzeiro do Sul,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.11,Novo Aripuanã,PARNA dos Campos Amazônicos,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Novo Aripuanã,PARNA dos Campos Amazônicos,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.03,Novo Aripuanã,PARNA dos Campos Amazônicos,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.12,Lábrea,RESEX Médio Purus,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Lábrea,RESEX Ituxi,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.06,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,PARNA do Rio Novo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,PARNA do Rio Novo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.19,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,1.57,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.02,Apiacás,APA Santa Rosa,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,PA,0.30,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.30,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.17,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.22,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,1.37,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.17,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,8,2019,Sentinel-1-2,RO,0.12,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.01,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.01,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.02,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,PA,0.01,Trairão,FLONA de Altamira,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,PA,0.01,Prainha,FES do Paru,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,PA,0.11,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.03,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,PA,0.02,Aveiro,PARNA da Amazônia,Proteção Integral,Federal
desmatamento,8,2019,Sentinel-1-2,PA,0.01,Jacareacanga,APA do Tapajós,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,PA,0.02,Baião,RESEX Ipaú-Anilzinho,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,PA,0.08,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,AC,0.01,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.02,Feijó,FES Afluente do Complexo do Seringal Jurupari,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,MA,0.01,Viana,APA Baixada Maranhense,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.01,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,8,2019,Sentinel-1-2,PA,0.02,Baião,RESEX Ipaú-Anilzinho,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AM,0.01,Lábrea,RESEX Médio Purus,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.01,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,8,2019,Sentinel-1-2,AC,0.07,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.08,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.06,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Cruzeiro do Sul,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Rodrigues Alves,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Rodrigues Alves,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Cruzeiro do Sul,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.06,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Cruzeiro do Sul,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Tarauacá,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Cruzeiro do Sul,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Cruzeiro do Sul,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.07,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Novo Aripuanã,PARNA dos Campos Amazônicos,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.11,Novo Aripuanã,PARNA dos Campos Amazônicos,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Tarauacá,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Tarauacá,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Tarauacá,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.01,Nova Bandeirantes,PARNA do Juruena,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,PARNA do Rio Novo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.09,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.01,Nova Bandeirantes,PARNA do Juruena,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Manaus,APA Margem Esquerda do Rio Negro,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Manoel Urbano,FES Afluente do Complexo do Seringal Jurupari,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.08,Manoel Urbano,FES Afluente do Complexo do Seringal Jurupari,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Manacapuru,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
